id,company_id,year,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,free_cash_flow,fcf_yield_pct,broad_sector,sector_median_pe,pe_difference_pct,valuation_flag,cluster_id,cluster_name
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,225.0,0.02435923492644859,Industrials,49.83,35.54083885209715,Caution,2,Dividend Leaders
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,225.0,0.02435923492644859,Industrials,49.83,35.54083885209715,Caution,2,Dividend Leaders
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,225.0,0.02435923492644859,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,225.0,0.02435923492644859,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,225.0,0.02435923492644859,Industrials,49.83,35.54083885209715,Caution,1,Value Stocks
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,225.0,0.02435923492644859,Industrials,49.83,35.54083885209715,Caution,1,Value Stocks
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,225.0,0.02435923492644859,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,225.0,0.02435923492644859,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,225.0,0.02435923492644859,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,225.0,0.02435923492644859,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,4,Turnaround
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,4,Turnaround
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,2,Dividend Leaders
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,2,Dividend Leaders
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,1,Value Stocks
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,1,Value Stocks
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,0,High Quality
2,ABB,2020,923674.33,1120679.72,67.54,13.03,24.93,3.9,-206.0,-0.02230223286599293,Industrials,49.83,35.54083885209715,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,4,Turnaround
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,4,Turnaround
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,2,Dividend Leaders
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,2,Dividend Leaders
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,1,Value Stocks
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,1,Value Stocks
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,655.0,0.06417327591807488,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,4,Turnaround
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,4,Turnaround
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,2,Dividend Leaders
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,2,Dividend Leaders
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,1,Value Stocks
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,1,Value Stocks
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,0,High Quality
3,ABB,2021,1020674.09,1166450.81,62.63,6.67,7.58,1.58,-225.0,-0.0220442550863616,Industrials,49.83,25.6873369456151,Caution,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,4,Turnaround
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,4,Turnaround
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,2,Dividend Leaders
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,2,Dividend Leaders
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,1,Value Stocks
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,1,Value Stocks
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,552.0,0.0465432049694787,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,4,Turnaround
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,4,Turnaround
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,2,Dividend Leaders
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,2,Dividend Leaders
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,1,Value Stocks
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,1,Value Stocks
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
4,ABB,2022,1185994.82,1158637.42,18.68,4.75,6.12,3.35,161.0,0.01357510144943129,Industrials,49.83,-62.51254264499298,Discount,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,4,Turnaround
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,4,Turnaround
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,2,Dividend Leaders
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,2,Dividend Leaders
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,1,Value Stocks
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,1,Value Stocks
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,745.0,0.06414046337894648,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,4,Turnaround
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,4,Turnaround
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,2,Dividend Leaders
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,2,Dividend Leaders
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,1,Value Stocks
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,1,Value Stocks
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,0,High Quality
5,ABB,2023,1161513.28,1103083.77,58.34,12.72,5.7,1.05,-922.0,-0.07937920434280356,Industrials,49.83,17.0780654224363,Fair,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,4,Turnaround
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,4,Turnaround
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,2,Dividend Leaders
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,2,Dividend Leaders
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,1,Value Stocks
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,1,Value Stocks
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,797.0,0.05188004157485571,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,4,Turnaround
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,4,Turnaround
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,2,Dividend Leaders
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,2,Dividend Leaders
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,1,Value Stocks
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,1,Value Stocks
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,0,High Quality
6,ABB,2024,1536236.24,1619349.16,75.58,4.48,12.63,0.96,1095.0,0.07127809977975783,Industrials,49.83,51.67569737106162,Caution,0,High Quality
7,ADANIENSOL,2019,171905.69,222090.81,76.72,12.85,34.64,2.97,-459.0,-0.2670068687080689,Energy,41.495,84.88974575250032,Caution,2,Dividend Leaders
7,ADANIENSOL,2019,171905.69,222090.81,76.72,12.85,34.64,2.97,-459.0,-0.2670068687080689,Energy,41.495,84.88974575250032,Caution,4,Turnaround
7,ADANIENSOL,2019,171905.69,222090.81,76.72,12.85,34.64,2.97,-459.0,-0.2670068687080689,Energy,41.495,84.88974575250032,Caution,0,High Quality
7,ADANIENSOL,2019,171905.69,222090.81,76.72,12.85,34.64,2.97,-459.0,-0.2670068687080689,Energy,41.495,84.88974575250032,Caution,0,High Quality
7,ADANIENSOL,2019,171905.69,222090.81,76.72,12.85,34.64,2.97,-459.0,-0.2670068687080689,Energy,41.495,84.88974575250032,Caution,4,Turnaround
7,ADANIENSOL,2019,171905.69,222090.81,76.72,12.85,34.64,2.97,-459.0,-0.2670068687080689,Energy,41.495,84.88974575250032,Caution,0,High Quality
8,ADANIENSOL,2020,217135.25,213517.12,35.93,9.79,35.62,2.97,-206.0,-0.09487174468447661,Energy,41.495,-13.41125436799614,Fair,2,Dividend Leaders
8,ADANIENSOL,2020,217135.25,213517.12,35.93,9.79,35.62,2.97,-206.0,-0.09487174468447661,Energy,41.495,-13.41125436799614,Fair,4,Turnaround
8,ADANIENSOL,2020,217135.25,213517.12,35.93,9.79,35.62,2.97,-206.0,-0.09487174468447661,Energy,41.495,-13.41125436799614,Fair,0,High Quality
8,ADANIENSOL,2020,217135.25,213517.12,35.93,9.79,35.62,2.97,-206.0,-0.09487174468447661,Energy,41.495,-13.41125436799614,Fair,0,High Quality
8,ADANIENSOL,2020,217135.25,213517.12,35.93,9.79,35.62,2.97,-206.0,-0.09487174468447661,Energy,41.495,-13.41125436799614,Fair,4,Turnaround
8,ADANIENSOL,2020,217135.25,213517.12,35.93,9.79,35.62,2.97,-206.0,-0.09487174468447661,Energy,41.495,-13.41125436799614,Fair,0,High Quality
9,ADANIENSOL,2021,275655.59,300348.76,59.65,14.71,10.37,4.17,-225.0,-0.08162359413788778,Energy,41.495,43.75225930835041,Caution,2,Dividend Leaders
9,ADANIENSOL,2021,275655.59,300348.76,59.65,14.71,10.37,4.17,-225.0,-0.08162359413788778,Energy,41.495,43.75225930835041,Caution,4,Turnaround
9,ADANIENSOL,2021,275655.59,300348.76,59.65,14.71,10.37,4.17,-225.0,-0.08162359413788778,Energy,41.495,43.75225930835041,Caution,0,High Quality
9,ADANIENSOL,2021,275655.59,300348.76,59.65,14.71,10.37,4.17,-225.0,-0.08162359413788778,Energy,41.495,43.75225930835041,Caution,0,High Quality
9,ADANIENSOL,2021,275655.59,300348.76,59.65,14.71,10.37,4.17,-225.0,-0.08162359413788778,Energy,41.495,43.75225930835041,Caution,4,Turnaround
9,ADANIENSOL,2021,275655.59,300348.76,59.65,14.71,10.37,4.17,-225.0,-0.08162359413788778,Energy,41.495,43.75225930835041,Caution,0,High Quality
10,ADANIENSOL,2022,306303.52,354481.15,71.21,6.44,19.65,2.37,161.0,0.05256224283677836,Energy,41.495,71.61103747439451,Caution,2,Dividend Leaders
10,ADANIENSOL,2022,306303.52,354481.15,71.21,6.44,19.65,2.37,161.0,0.05256224283677836,Energy,41.495,71.61103747439451,Caution,4,Turnaround
10,ADANIENSOL,2022,306303.52,354481.15,71.21,6.44,19.65,2.37,161.0,0.05256224283677836,Energy,41.495,71.61103747439451,Caution,0,High Quality
10,ADANIENSOL,2022,306303.52,354481.15,71.21,6.44,19.65,2.37,161.0,0.05256224283677836,Energy,41.495,71.61103747439451,Caution,0,High Quality
10,ADANIENSOL,2022,306303.52,354481.15,71.21,6.44,19.65,2.37,161.0,0.05256224283677836,Energy,41.495,71.61103747439451,Caution,4,Turnaround
10,ADANIENSOL,2022,306303.52,354481.15,71.21,6.44,19.65,2.37,161.0,0.05256224283677836,Energy,41.495,71.61103747439451,Caution,0,High Quality
11,ADANIENSOL,2023,263283.51,289260.77,28.96,13.96,8.07,2.07,-922.0,-0.350192839650307,Energy,41.495,-30.20845885046391,Discount,2,Dividend Leaders
11,ADANIENSOL,2023,263283.51,289260.77,28.96,13.96,8.07,2.07,-922.0,-0.350192839650307,Energy,41.495,-30.20845885046391,Discount,4,Turnaround
11,ADANIENSOL,2023,263283.51,289260.77,28.96,13.96,8.07,2.07,-922.0,-0.350192839650307,Energy,41.495,-30.20845885046391,Discount,0,High Quality
